Newcastle City Council Invoices over �250 paid in January 2014,,,,,,,,,,,,
,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122082,Revenue,1MC21,Fostering Unit,82.10 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121866,Revenue,1MC20,In-House Foster Carer Costs,"1,066.50 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121866,Revenue,1MF03,Supported Lodgings LC,150.00 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122227,Revenue,1MC20,In-House Foster Carer Costs,861.75 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121894,Revenue,1MC20,In-House Foster Carer Costs,792.87 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121894,Revenue,1MC21,Fostering Unit,136.27 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121884,Revenue,1MC20,In-House Foster Carer Costs,"1,460.09 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122195,Revenue,1MC20,In-House Foster Carer Costs,"1,271.25 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122189,Revenue,1MC20,In-House Foster Carer Costs,"2,229.75 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122081,Revenue,1MF35,Special Guardianship Allow,544.25 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121883,Revenue,1MC20,In-House Foster Carer Costs,201.00 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122068,Revenue,1MC20,In-House Foster Carer Costs,"1,550.40 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121898,Revenue,1MC20,In-House Foster Carer Costs,201.00 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121893,Revenue,1MC20,In-House Foster Carer Costs,"1,012.50 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121915,Revenue,1MC20,In-House Foster Carer Costs,-202.59 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121901,Revenue,1MC20,In-House Foster Carer Costs,800.94 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121905,Revenue,1MC20,In-House Foster Carer Costs,"1,455.43 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121922,Revenue,1MC20,In-House Foster Carer Costs,449.92 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122188,Revenue,1MC20,In-House Foster Carer Costs,813.67 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121888,Revenue,1MC20,In-House Foster Carer Costs,204.75 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121919,Revenue,1MC20,In-House Foster Carer Costs,"1,462.42 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121865,Revenue,1MC20,In-House Foster Carer Costs,506.25 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122144,Revenue,1MC20,In-House Foster Carer Costs,"1,479.22 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121936,Revenue,1MF35,Special Guardianship Allow,267.10 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121940,Revenue,1MF10,Adoption Payments,476.65 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121930,Revenue,1MF35,Special Guardianship Allow,763.49 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122196,Revenue,1MC20,In-House Foster Carer Costs,360.25 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121920,Revenue,1MC20,In-House Foster Carer Costs,610.50 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122087,Revenue,1MC20,In-House Foster Carer Costs,400.47 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122043,Revenue,1MC20,In-House Foster Carer Costs,506.25 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122049,Revenue,1MC20,In-House Foster Carer Costs,833.79 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121891,Revenue,1MC20,In-House Foster Carer Costs,"1,048.26 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122138,Revenue,1MC20,In-House Foster Carer Costs,"1,922.69 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121902,Revenue,1MC20,In-House Foster Carer Costs,"1,271.25 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121933,Revenue,1MC20,In-House Foster Carer Costs,402.00 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122096,Revenue,1MF35,Special Guardianship Allow,993.86 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122058,Revenue,1MF35,Special Guardianship Allow,806.96 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122243,Revenue,1MF35,Special Guardianship Allow,"1,007.88 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121908,Revenue,1MC20,In-House Foster Carer Costs,596.01 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121949,Revenue,1MC20,In-House Foster Carer Costs,706.34 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121918,Revenue,1MC20,In-House Foster Carer Costs,907.90 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122051,Revenue,1MC20,In-House Foster Carer Costs,951.51 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122074,Revenue,1MC20,In-House Foster Carer Costs,"1,079.02 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121954,Revenue,1MC20,In-House Foster Carer Costs,230.79 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121959,Revenue,1MC20,In-House Foster Carer Costs,711.00 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122175,Revenue,1MC20,In-House Foster Carer Costs,455.46 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121962,Revenue,1MC20,In-House Foster Carer Costs,962.78 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122056,Revenue,1MC20,In-House Foster Carer Costs,"1,033.80 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122174,Revenue,1MC20,In-House Foster Carer Costs,805.64 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122065,Revenue,1MC20,In-House Foster Carer Costs,"1,422.00 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121979,Revenue,1MC20,In-House Foster Carer Costs,"1,422.00 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121989,Revenue,1MC20,In-House Foster Carer Costs,148.42 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121960,Revenue,1MC20,In-House Foster Carer Costs,"1,255.34 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121992,Revenue,1MC20,In-House Foster Carer Costs,"1,048.26 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121953,Revenue,1MC20,In-House Foster Carer Costs,"1,068.83 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122192,Revenue,1MC20,In-House Foster Carer Costs,"1,357.58 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122085,Revenue,1MF35,Special Guardianship Allow,462.40 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121929,Revenue,1MC20,In-House Foster Carer Costs,"1,057.42 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121976,Revenue,1MC20,In-House Foster Carer Costs,"1,325.25 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121995,Revenue,1MC20,In-House Foster Carer Costs,"1,572.75 ",,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121941,Revenue,1MC20,In-House Foster Carer Costs,798.43 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121912,Revenue,1MC20,In-House Foster Carer Costs,560.25 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121858,Revenue,1MC20,In-House Foster Carer Costs,201.00 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122222,Revenue,1MC20,In-House Foster Carer Costs,506.25 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122113,Revenue,1MD85,Residence Orders,398.72 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121822,Revenue,1MC20,In-House Foster Carer Costs,130.29 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121848,Revenue,1MC20,In-House Foster Carer Costs,204.75 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121862,Revenue,1MF10,Adoption Payments,300.00 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122122,Revenue,1MF10,Adoption Payments,236.38 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122093,Revenue,1MD85,Residence Orders,467.52 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6121830,Revenue,1MC20,In-House Foster Carer Costs,230.79 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122134,Revenue,1MC20,In-House Foster Carer Costs,461.58 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122146,Revenue,1MD85,Residence Orders,256.79 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122142,Revenue,1MD85,Residence Orders,103.13 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122211,Revenue,1MF10,Adoption Payments,236.44 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122229,Revenue,1MF10,Adoption Payments,131.73 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122162,Revenue,1MF10,Adoption Payments,164.80 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122164,Revenue,1MF10,Adoption Payments,247.20 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122167,Revenue,1MF10,Adoption Payments,398.80 ,,,
Children's Services,Social Services - Carepay              ,Third Party Payments,21/01/2014,Redacted Personal Data,6122176,Revenue,1MF10,Adoption Payments,81.01 ,,,
