Newcastle City Council Invoices over �250 paid in September 2014,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WEST FARM RESIDENTIAL CARE,6355073,Revenue,1MG20,Ind Res Care Elderly,"19,037.62",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WEST FARM RESIDENTIAL CARE,6355073,Revenue,3WH93,Continuing Care,"1,861.32",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WEST PARK NURSING HOME,6367687,Revenue,1MG10,Ind Nursing Care Elderly,"-1,050.73",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WEST PARK NURSING HOME,6367687,Revenue,1MG10,Ind Nursing Care Elderly,"3,283.63",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,08/09/2014,WESTERHOPE COMMUNITY ASSOCIATION,6353536,Revenue,1KN53,Westerhope Ward,"5,000.00",
Children's Services,Educ School Planning    ,Supplies & Services,03/09/2014,WESTERHOPE METHODIST CHURCH PLAYGROUP,6349577,Revenue,1EEP5,2Yr Old Learning & Childcare,"5,907.31",
Children's Services,Educ School Planning    ,Supplies & Services,03/09/2014,WESTGATE PLAYGROUP,6349579,Revenue,1EEP5,2Yr Old Learning & Childcare,"2,728.15",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,10/09/2014,WESTMACOTT STREET ALLOTMENT ASSOCIATION,6356849,Revenue,1KN52,Newburn Ward,500.00,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WESTMINSTER HAWTHORNS,6367587,Revenue,1MH10,Ind Nursing Care PD,-335.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WESTMINSTER HAWTHORNS,6367587,Revenue,1MH10,Ind Nursing Care PD,"6,056.68",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTOE GRANGE,6355057,Revenue,1MG20,Ind Res Care Elderly,"2,114.35",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MG10,Ind Nursing Care Elderly,"-3,074.03",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MG20,Ind Res Care Elderly,900.19,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MM10,Ind Nursing Care MH,-495.80,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MM20,Ind Res Care MH,"-1,400.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MG10,Ind Nursing Care Elderly,"44,187.76",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MG20,Ind Res Care Elderly,"17,132.21",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MH10,Ind Nursing Care PD,"2,284.96",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MM10,Ind Nursing Care MH,"16,145.40",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTWOOD LODGE NURSING HOME,6355079,Revenue,1MM20,Ind Res Care MH,"4,569.92",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTWOOD LODGE NURSING HOME,6355094,Revenue,1MG10,Ind Nursing Care Elderly,"1,220.88",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WESTWOOD LODGE NURSING HOME,6355094,Revenue,1MM10,Ind Nursing Care MH,610.44,
Children's Services,Invoice,Supplies & Services,01/09/2014,WHALE TANKERS LTD,6296432,Revenue,1KW10,Fenham,"1,473.78",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WHEATFIELD COURT,6367541,Revenue,1MG10,Ind Nursing Care Elderly,"-11,349.03",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WHEATFIELD COURT,6367541,Revenue,1MG20,Ind Res Care Elderly,"-2,273.81",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WHEATFIELD COURT,6367541,Revenue,1MG10,Ind Nursing Care Elderly,"68,606.29",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WHEATFIELD COURT,6367541,Revenue,1MG20,Ind Res Care Elderly,"4,641.87",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WHEATFIELD COURT,6367710,Revenue,1MG10,Ind Nursing Care Elderly,"1,774.24",
Environment & Regeneration,E & R School Meals                     ,Supplies & Services,12/09/2014,WHITAKERS CHOCOLATES LTD,6359095,Revenue,1KF07,Banqueting Suite,477.90,
Children's Services,Educ School Planning    ,Third Party Payments,09/09/2014,WHITEHORSE LODGE LTD,6336144,Revenue,1MC02,Ind Sector Placements,"10,807.02",
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,12/09/2014,WHITEHOUSE CONSTRUCTION CO LTD,6341532,Capital,2DP02,Devt Capital CC,300.00,
Children's Services,Waverley First School                  ,Supplies & Services,18/09/2014,WHIZZ EDUCATION,6364177,Revenue,1E+28,Waverley Primary,"1,000.00",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WHORLTON GRANGE,6367548,Revenue,1MG20,Ind Res Care Elderly,"-9,828.41",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WHORLTON GRANGE,6367548,Revenue,1MG20,Ind Res Care Elderly,"37,365.53",
Chief Executive's,Exchequer Accounts Payable             ,Employees,23/09/2014,WIDER PLAN LTD,6367462,Revenue,1CF00,Payroll,531.81,
Chief Executive's,Exchequer Accounts Payable             ,Employees,29/09/2014,WIDER PLAN LTD,6367431,Revenue,1CF00,Payroll,155.70,
Chief Executive's,Exchequer Accounts Payable             ,Employees,29/09/2014,WIDER PLAN LTD,6367433,Revenue,1CF00,Payroll,66.67,
Chief Executive's,Exchequer Accounts Payable             ,Employees,29/09/2014,WIDER PLAN LTD,6367453,Revenue,1CF00,Payroll,25.51,
Environment & Regeneration,Cityworks Rangers           ,Premises,09/09/2014,WILD NORTH DISCOVERY,6353749,Revenue,1KL60,Parks - Premises Costs,255.00,
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,08/09/2014,WILDCARD UK LTD,6353588,Capital,2N401,Capital General,"2,866.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,08/09/2014,WILDCARD UK LTD,6353589,Capital,2N401,Capital General,"2,867.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,09/09/2014,WILDCARD UK LTD,6353586,Capital,2N401,Capital General,"2,866.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,23/09/2014,WILDCARD UK LTD,6363370,Capital,2N401,Capital General,630.00,
Children's Services,Educ Newbiggin S/Start     ,Supplies & Services,15/09/2014,WILKINS AND STROUD,6341787,Revenue,1EEK6,Denton Westerhope Chldrn Cent,950.00,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6363571,Revenue,3KIMD,Other Stores Stock Account,298.93,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6363579,Revenue,3KIMD,Other Stores Stock Account,306.46,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6363582,Revenue,3KIMD,Other Stores Stock Account,404.32,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6363596,Revenue,3KIMD,Other Stores Stock Account,345.60,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6364956,Revenue,3KIMD,Other Stores Stock Account,306.46,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6364961,Revenue,3KIMD,Other Stores Stock Account,404.32,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6364972,Revenue,3KIMD,Other Stores Stock Account,298.93,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6364989,Revenue,3KIMD,Other Stores Stock Account,317.31,
Environment & Regeneration,Highways                               ,Supplies & Services,26/09/2014,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,6368956,Revenue,1KEMC,Highways,694.00,
Children's Services,Waverley First School                  ,Supplies & Services,22/09/2014,WILLOWBROOK (EDUCATION) LTD,6365216,Revenue,1E+28,Waverley Primary,286.95,
Children's Services,St Cuthberts RC (Walbottle) Primary Sch,Supplies & Services,22/09/2014,WILLOWBROOK (EDUCATION) LTD,6365027,Revenue,1E+82,St. Cuthberts R.C. Primary (K,882.95,
Children's Services,Schools Payment Agency                 ,Supplies & Services,22/09/2014,WILLOWCRETE MANUFACTURING CO LTD,6365783,Revenue,1E+84,St. Georges R.C. Primary,"2,468.00",
Children's Services,Schools Payment Agency                 ,Supplies & Services,26/09/2014,WILSONS MINI COACH HIRE,6371281,Revenue,1E+84,St. Georges R.C. Primary,390.00,
Children's Services,Schools Payment Agency                 ,Premises,19/09/2014,WINDOOR SERVICES,6365095,Revenue,1E+58,Tyneview Primary,558.85,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,12/09/2014,WINDOOR SERVICES,6219008,Revenue,1KVWC,Minor Works Contracts,"2,240.00",
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,18/09/2014,WINDOOR SERVICES,6349596,Revenue,1KARC,Rechargeables Central,880.00,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,WINDSOR COURT NURSING &,6355080,Revenue,1MG10,Ind Nursing Care Elderly,-862.32,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,WINDSOR COURT NURSING &,6355080,Revenue,1MG10,Ind Nursing Care Elderly,"8,332.40",
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,01/09/2014,WOLSELEY UK LTD,6337105,Revenue,1KR5E,Gas Serv East,522.10,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,02/09/2014,WOLSELEY UK LTD,6337034,Revenue,3KIMD,Other Stores Stock Account,291.12,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/09/2014,WOLSELEY UK LTD,6324748,Revenue,1KVEM,Mechanical Stand Alone Works,406.12,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/09/2014,WOLSELEY UK LTD,6344442,Revenue,1KR5E,Gas Serv East,"4,650.28",
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11/09/2014,WOLSELEY UK LTD,6344537,Revenue,1KVEM,Mechanical Stand Alone Works,261.40,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,22/09/2014,WOLSELEY UK LTD,6354611,Revenue,3KIMD,Other Stores Stock Account,356.50,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,26/09/2014,WOLSELEY UK LTD,6363448,Revenue,1KR5E,Gas Serv East,"5,357.41",
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,30/09/2014,WOLSELEY UK LTD,6361585,Revenue,1KVEM,Mechanical Stand Alone Works,398.82,
Environment & Regeneration,NS: District Heating       ,Premises,09/09/2014,WOLSELEY UK LTD,6341498,Revenue,1KR05,District Heating,524.18,
Environment & Regeneration,NS: District Heating       ,Premises,09/09/2014,WOLSELEY UK LTD,6341505,Revenue,1KR05,District Heating,451.63,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,08/09/2014,WOODFUEL CENTRE,6353747,Revenue,1MK50,Ind Supported Living LD,382.00,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WOODLANDS CARE HOME FOR THE ELDERLY,6367690,Revenue,1MG20,Ind Res Care Elderly,"-3,262.16",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WOODLANDS CARE HOME FOR THE ELDERLY,6367690,Revenue,1MG20,Ind Res Care Elderly,"11,406.96",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WOODLEY HALL CARE HOME,6367704,Revenue,1MG20,Ind Res Care Elderly,"-2,014.76",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WOODLEY HALL CARE HOME,6367704,Revenue,1MG20,Ind Res Care Elderly,"7,400.96",
Children's Services,Educ SENTASS               ,Employees,04/09/2014,WORD AWARE TRAINING,6351277,Revenue,1E655,Language Impairment Team,"2,757.40",
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,23/09/2014,WORDSWORTH HOUSE,6367697,Revenue,4WX13,Ind Sector Client Loan Fund,"1,887.04",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WORDSWORTH HOUSE,6367697,Revenue,1MG10,Ind Nursing Care Elderly,"-5,488.28",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WORDSWORTH HOUSE,6367697,Revenue,1MG20,Ind Res Care Elderly,"-3,660.56",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/09/2014,WORDSWORTH HOUSE,6367697,Revenue,1MK20,Ind Res Care LD,-648.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WORDSWORTH HOUSE,6367697,Revenue,1MG10,Ind Nursing Care Elderly,"44,461.18",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WORDSWORTH HOUSE,6367697,Revenue,1MG20,Ind Res Care Elderly,"13,209.28",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WORDSWORTH HOUSE,6367697,Revenue,1MK20,Ind Res Care LD,"3,557.76",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/09/2014,WORDSWORTH HOUSE,6367715,Revenue,1MG10,Ind Nursing Care Elderly,"3,548.48",
Chief Executive's,CD - Occup Health Unit           ,Supplies & Services,25/09/2014,WORKING ON WELLBEING,6359835,Revenue,1FP30,Occupational Health,850.00,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,WORLDWIDE SOFTWARE (UK) LTD,6363387,Revenue,1KVWC,Minor Works Contracts,"2,000.00",
Environment & Regeneration,Cityworks Central Off      ,Employees,09/09/2014,WRIGHT4LEISURE,6351634,Revenue,1KL0A,Leisure Factility Central O/H,"1,450.00",
Children's Services,Childrens Services Support       ,Third Party Payments,04/09/2014,WRIXON CARE,6351251,Revenue,1MF01,16+ Team (YP),"1,236.95",
Environment & Regeneration,Cityworks Rangers          ,Capital Expenditure,26/09/2014,WYBONE LTD,6368857,Capital,2KE01,Environmental Services,275.00,
Environment & Regeneration,Cityworks Rangers          ,Premises,29/09/2014,WYBONE LTD,6369881,Revenue,1KL6M,Ouseburn Park,"1,160.00",
Children's Services,Educ School Planning    ,Supplies & Services,10/09/2014,WYNDHAM PLAYGROUP,6349580,Revenue,1EEP5,2Yr Old Learning & Childcare,545.63,
Children's Services,Schools Payment Agency                 ,Supplies & Services,10/09/2014,XEROX (UK) LTD,6357525,Revenue,1E+49,Kingston Park Primary,"1,157.00",
Children's Services,Schools Payment Agency                 ,Supplies & Services,24/09/2014,XEROX (UK) LTD,6358495,Revenue,1E+94,St. Teresas R.C. Primary,530.00,
Children's Services,Byker Community Primary School         ,Supplies & Services,09/09/2014,XEROX (UK) LTD,6355736,Revenue,1E+38,Byker Primary,770.63,
Chief Executive's,CD - ICT Services (Sch & Child)  ,Capital Expenditure,05/09/2014,XMA LTD,6352568,Capital,2E+135,Heaton Manor School,"2,086.56",
Children's Services,Invoice,Capital Expenditure,04/09/2014,XMA LTD,6335829,Capital,2E+135,Heaton Manor School,"5,296.07",
Children's Services,Schools Payment Agency                 ,Supplies & Services,12/09/2014,YELLOW TIGER,6359323,Revenue,1E+288,Walkergate Nursery,392.00,
Children's Services,Schools Payment Agency                 ,Supplies & Services,12/09/2014,YELLOW TIGER,6359587,Revenue,1E+61,Walkergate Primary School,"11,459.00",
Children's Services,Walkergate Primary School              ,Supplies & Services,22/09/2014,YELLOW TIGER,6366802,Revenue,1E+61,Walkergate Primary School,819.00,
Children's Services,Walkergate Primary School              ,Supplies & Services,22/09/2014,YELLOW TIGER,6366803,Revenue,1E+61,Walkergate Primary School,"1,014.00",
Children's Services,Schools Payment Agency                 ,Supplies & Services,16/09/2014,YHA WINDERMERE,6361967,Revenue,1E+57,Stocksfield Avenue Primary,503.05,
